
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.99
8                      32.27
16                     32.20
32                     32.09
64                     32.29
128                    33.16
256                    33.64
512                    34.24
1024                   35.54
2048                   37.44
4096                   62.78
8192                   86.32
16384                 108.94
32768                 149.23
65536                 229.83
131072                449.62
262144                249.80
524288                403.94
1048576               710.47
