
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.67
8                     102.30
16                    102.53
32                    100.96
64                    101.84
128                   103.01
256                   104.71
512                   106.36
1024                  108.90
2048                   94.69
4096                  154.38
8192                  190.58
16384                 190.56
32768                 199.52
65536                 217.90
131072                282.20
262144                383.00
524288                574.56
1048576               879.35
