
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     101.51
8                     101.37
16                    100.85
32                    101.28
64                    102.88
128                   102.72
256                   104.11
512                   104.66
1024                  108.16
2048                  101.50
4096                  158.30
8192                  187.52
16384                 188.07
32768                 206.41
65536                 245.38
131072                283.70
262144                366.87
524288                539.74
1048576               872.35
