
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.02
8                      83.43
16                     84.05
32                     84.37
64                     84.99
128                    84.33
256                    85.83
512                    87.08
1024                   88.89
2048                   92.34
4096                  103.35
8192                  131.32
16384                 150.68
32768                 208.07
65536                 262.62
131072                650.03
262144                292.92
524288                465.21
1048576               778.89
