
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.46
8                      84.22
16                     83.87
32                     84.35
64                     85.07
128                    85.22
256                    86.67
512                    87.27
1024                   89.19
2048                   92.53
4096                  102.97
8192                  131.49
16384                 150.51
32768                 206.68
65536                 255.44
131072                611.17
262144                327.67
524288                469.49
1048576               824.90
