
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      89.00
8                      89.33
16                     90.57
32                     88.55
64                     89.17
128                    89.64
256                    92.66
512                    92.37
1024                   94.79
2048                   97.52
4096                  140.41
8192                  137.70
16384                 166.85
32768                 156.31
65536                 171.41
131072                228.69
262144                350.67
524288                500.11
1048576               950.36
