
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      93.18
8                      95.88
16                     98.16
32                     99.24
64                     96.39
128                    96.78
256                    96.38
512                    96.97
1024                   98.66
2048                  102.36
4096                  114.75
8192                  145.04
16384                 166.00
32768                 234.09
65536                 260.67
131072                641.22
262144                328.11
524288                513.73
1048576               870.20
