
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     180.04
8                     177.89
16                    179.35
32                    180.74
64                    172.23
128                   185.31
256                   188.43
512                   186.90
1024                  189.99
2048                  158.90
4096                  226.31
8192                  269.69
16384                 334.05
32768                 344.23
65536                 364.33
131072                476.43
262144                582.06
524288                847.78
1048576              1277.82
