
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.28
8                      32.30
16                     32.27
32                     32.28
64                     32.42
128                    32.65
256                    33.53
512                    34.16
1024                   35.45
2048                   37.56
4096                   62.44
8192                   87.10
16384                 109.02
32768                 148.19
65536                 229.26
131072                451.49
262144                250.01
524288                402.68
1048576               704.56
