
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      37.94
8                      36.21
16                     35.49
32                     36.21
64                     38.69
128                    37.96
256                    36.63
512                    36.04
1024                   39.67
2048                   39.28
4096                   67.45
8192                   92.09
16384                 114.00
32768                 151.34
65536                 229.83
131072                455.13
262144                269.55
524288                433.70
1048576               751.27
