
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     104.46
8                     105.20
16                    104.71
32                    101.81
64                    104.60
128                   106.62
256                   106.48
512                   108.81
1024                  110.61
2048                   97.66
4096                  161.56
8192                  197.41
16384                 190.83
32768                 210.12
65536                 221.31
131072                281.28
262144                373.91
524288                545.93
1048576               895.95
