
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.38
8                     101.05
16                    101.50
32                    101.90
64                    101.57
128                   101.66
256                   103.97
512                   106.23
1024                  109.03
2048                   98.59
4096                  153.63
8192                  190.98
16384                 187.26
32768                 201.75
65536                 230.59
131072                278.30
262144                360.96
524288                537.23
1048576               886.65
