
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.27
8                      88.86
16                     88.98
32                     89.16
64                     89.51
128                    89.54
256                    91.47
512                    92.22
1024                   94.87
2048                   98.69
4096                  136.90
8192                  135.35
16384                 149.08
32768                 159.96
65536                 245.22
131072                289.06
262144                342.06
524288                500.83
1048576               840.92
