
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.64
8                     100.96
16                    101.75
32                    102.33
64                    103.12
128                   102.45
256                   104.02
512                   105.13
1024                  109.70
2048                   94.38
4096                  152.56
8192                  186.71
16384                 188.57
32768                 197.95
65536                 216.61
131072                270.18
262144                357.90
524288                530.36
1048576               874.61
