
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.14
8                      83.95
16                     83.81
32                     83.73
64                     85.01
128                    85.33
256                    86.54
512                    87.15
1024                   89.08
2048                   92.16
4096                  103.01
8192                  130.46
16384                 150.53
32768                 205.48
65536                 256.48
131072                603.35
262144                292.55
524288                469.85
1048576               779.22
