
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.98
8                      32.28
16                     32.22
32                     32.21
64                     32.55
128                    32.87
256                    33.59
512                    33.96
1024                   35.16
2048                   36.78
4096                   62.36
8192                   86.91
16384                 108.84
32768                 147.86
65536                 231.75
131072                452.12
262144                248.46
524288                396.02
1048576               706.36
