
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.44
8                      89.14
16                     88.82
32                     88.79
64                     89.33
128                    89.90
256                    91.94
512                    92.73
1024                   94.73
2048                   97.84
4096                  136.52
8192                  136.60
16384                 141.53
32768                 152.57
65536                 171.74
131072                226.57
262144                312.80
524288                492.52
1048576               833.58
