
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.70
8                      89.05
16                     89.08
32                     91.94
64                     89.51
128                    89.82
256                    91.95
512                    92.74
1024                   95.15
2048                   98.10
4096                  133.23
8192                  135.30
16384                 142.59
32768                 153.25
65536                 170.93
131072                227.62
262144                313.19
524288                494.61
1048576               829.06
