
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.94
8                      32.62
16                     32.19
32                     32.17
64                     32.20
128                    32.52
256                    33.45
512                    33.78
1024                   35.20
2048                   37.32
4096                   62.84
8192                   87.14
16384                 109.08
32768                 147.93
65536                 229.07
131072                448.93
262144                247.55
524288                400.75
1048576               703.09
