
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      86.46
8                      84.56
16                     83.69
32                     83.75
64                     84.35
128                    85.12
256                    87.40
512                    86.92
1024                   88.79
2048                   92.52
4096                  103.04
8192                  131.32
16384                 152.66
32768                 205.99
65536                 256.84
131072                604.40
262144                290.27
524288                469.52
1048576               777.22
