
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.97
8                      32.21
16                     32.41
32                     32.37
64                     32.37
128                    32.94
256                    33.55
512                    34.04
1024                   35.17
2048                   36.90
4096                   63.04
8192                   86.80
16384                 108.36
32768                 148.64
65536                 229.48
131072                449.78
262144                249.69
524288                399.11
1048576               705.62
