
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.39
8                      83.58
16                     83.85
32                     83.63
64                     84.31
128                    84.70
256                    86.30
512                    86.93
1024                   88.84
2048                   92.53
4096                  102.51
8192                  130.72
16384                 150.83
32768                 206.82
65536                 254.64
131072                605.96
262144                293.31
524288                470.38
1048576               773.61
