
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     101.62
8                     102.36
16                    100.78
32                    103.98
64                    103.49
128                   103.60
256                   104.13
512                   104.99
1024                  107.83
2048                   96.02
4096                  152.60
8192                  186.69
16384                 186.81
32768                 199.23
65536                 216.05
131072                271.69
262144                358.76
524288                535.32
1048576               873.04
