
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     167.70
8                      84.74
16                    387.38
32                    248.17
64                    391.57
128                   150.07
256                    89.01
512                   261.81
1024                  133.44
2048                   92.52
4096                  104.04
8192                  133.18
16384                 257.14
32768                 294.86
65536                 287.44
131072               1097.72
262144                755.42
524288               1387.36
1048576              2492.84
