
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.98
8                     101.40
16                    101.73
32                    102.87
64                    102.77
128                   102.93
256                   104.01
512                   106.60
1024                  110.37
2048                   95.38
4096                  152.62
8192                  188.01
16384                 186.91
32768                 199.31
65536                 218.13
131072                273.01
262144                358.84
524288                536.76
1048576               884.83
