
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     104.68
8                     100.80
16                    101.46
32                    102.95
64                    102.83
128                   106.67
256                   103.84
512                   105.46
1024                  108.39
2048                   95.75
4096                  153.20
8192                  186.67
16384                 188.53
32768                 203.07
65536                 217.50
131072                273.14
262144                357.89
524288                534.07
1048576               874.87
