
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.56
8                      89.00
16                     89.07
32                     89.22
64                     89.31
128                    89.76
256                    91.98
512                    92.62
1024                   95.63
2048                   97.90
4096                  133.17
8192                  135.17
16384                 143.02
32768                 153.16
65536                 170.77
131072                226.00
262144                314.19
524288                492.80
1048576               829.20
