
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.30
8                      84.12
16                     84.44
32                     84.51
64                     84.23
128                    84.60
256                    86.46
512                    87.23
1024                   89.66
2048                   92.78
4096                  103.94
8192                  130.23
16384                 150.39
32768                 207.16
65536                 253.80
131072                605.05
262144                293.14
524288                467.34
1048576               773.75
