
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.79
8                     101.58
16                    102.41
32                    103.35
64                    105.87
128                   102.74
256                   106.21
512                   107.31
1024                  108.51
2048                   94.30
4096                  153.37
8192                  188.65
16384                 189.45
32768                 200.24
65536                 226.42
131072                275.68
262144                365.35
524288                540.31
1048576               871.39
