
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      89.03
8                      89.39
16                     88.84
32                     88.68
64                     89.41
128                    90.27
256                    92.19
512                    92.75
1024                   94.86
2048                   97.99
4096                  134.74
8192                  135.61
16384                 141.62
32768                 153.02
65536                 171.72
131072                227.41
262144                316.65
524288                501.32
1048576               832.34
