
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.11
8                      32.02
16                     31.91
32                     32.30
64                     32.30
128                    32.48
256                    33.42
512                    33.94
1024                   35.13
2048                   36.94
4096                   62.49
8192                   87.34
16384                 109.52
32768                 149.36
65536                 230.18
131072                446.12
262144                249.02
524288                402.16
1048576               701.76
