
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.50
8                     100.70
16                    101.01
32                    102.96
64                    102.36
128                   103.59
256                   105.12
512                   105.55
1024                  109.07
2048                   98.39
4096                  155.88
8192                  187.25
16384                 188.88
32768                 198.52
65536                 219.69
131072                274.42
262144                361.72
524288                539.63
1048576               874.39
