
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.31
8                      88.79
16                     88.62
32                     88.64
64                     94.01
128                    89.58
256                    92.15
512                    92.66
1024                   94.51
2048                   97.98
4096                  133.56
8192                  136.79
16384                 142.13
32768                 153.05
65536                 171.85
131072                226.88
262144                314.16
524288                515.31
1048576               840.64
