
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     103.90
8                     100.84
16                    100.95
32                    101.25
64                    102.97
128                   103.34
256                   104.42
512                   104.89
1024                  107.47
2048                   95.43
4096                  155.47
8192                  186.74
16384                 187.30
32768                 200.26
65536                 235.69
131072                270.65
262144                360.85
524288                533.69
1048576               875.11
