
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     102.78
8                     102.63
16                    101.89
32                    101.26
64                    102.24
128                   103.90
256                   106.42
512                   105.44
1024                  107.12
2048                   94.28
4096                  152.88
8192                  188.30
16384                 185.71
32768                 198.46
65536                 216.97
131072                276.19
262144                361.55
524288                542.72
1048576               888.57
