
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     101.98
8                     101.06
16                    100.87
32                    101.38
64                    104.34
128                   105.82
256                   105.31
512                   117.07
1024                  121.54
2048                   99.68
4096                  157.30
8192                  195.19
16384                 215.56
32768                 198.65
65536                 216.32
131072                272.99
262144                362.64
524288                549.40
1048576               889.90
