
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      82.98
8                      83.75
16                     83.91
32                     83.76
64                     84.32
128                    85.72
256                    86.73
512                    87.51
1024                   89.09
2048                   92.97
4096                  103.37
8192                  131.85
16384                 150.36
32768                 207.33
65536                 260.10
131072                606.73
262144                286.95
524288                473.46
1048576               777.08
