
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.12
8                      84.24
16                     84.22
32                     83.83
64                     84.15
128                    84.52
256                    86.44
512                    87.25
1024                   89.47
2048                   92.77
4096                  106.20
8192                  131.25
16384                 151.67
32768                 206.35
65536                 255.36
131072                607.39
262144                290.83
524288                469.50
1048576               773.82
