
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     102.15
8                     102.92
16                    101.31
32                    101.45
64                    103.05
128                   103.41
256                   106.65
512                   105.23
1024                  107.74
2048                   96.15
4096                  153.71
8192                  186.56
16384                 186.66
32768                 199.40
65536                 217.67
131072                273.08
262144                357.99
524288                530.80
1048576               873.58
