
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.63
8                     100.58
16                    101.03
32                    102.35
64                    108.89
128                   102.27
256                   104.03
512                   105.98
1024                  108.03
2048                  100.69
4096                  153.09
8192                  187.54
16384                 189.75
32768                 202.07
65536                 218.23
131072                274.72
262144                358.55
524288                532.68
1048576               881.54
