
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     102.57
8                     108.49
16                    103.17
32                    113.50
64                    107.98
128                   105.34
256                   106.53
512                   110.78
1024                  119.03
2048                  102.11
4096                  174.93
8192                  188.30
16384                 210.84
32768                 225.35
65536                 302.28
131072                284.17
262144                364.29
524288                535.53
1048576               899.37
