
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      91.93
8                      89.94
16                     88.49
32                     88.71
64                     89.38
128                    89.52
256                    92.48
512                    93.15
1024                   94.87
2048                   97.98
4096                  137.02
8192                  135.98
16384                 141.96
32768                 152.57
65536                 170.49
131072                226.26
262144                315.86
524288                499.61
1048576               833.03
