
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.13
8                      88.63
16                     88.85
32                     88.90
64                     89.68
128                    89.45
256                    91.59
512                    95.49
1024                   95.22
2048                   98.77
4096                  133.50
8192                  135.76
16384                 143.28
32768                 155.62
65536                 170.98
131072                227.61
262144                313.68
524288                492.33
1048576               833.51
